ipo_firm,year,forward_cnt4,forward_cnt5,forward_cnt7
K-Swiss,2014,3,5,5
K-Swiss,2015,17,17,17
K-TRON,1976,6,8,11
K-TRON,1978,4,5,6
K-TRON,1980,1,1,1
K-TRON,1981,0,0,1
K-TRON,1985,15,18,20
K-TRON,1986,7,7,10
K-TRON,1987,7,9,14
K-TRON,1988,6,6,8
K-TRON,1989,7,7,9
K-TRON,1990,10,11,13
K-TRON,1991,4,5,10
K-TRON,1992,2,3,4
K-TRON,1994,3,4,9
K-TRON,1995,4,6,9
K-TRON,1997,3,5,6
K-TRON,1998,4,9,12
K-TRON,1999,4,4,7
K-TRON,2001,1,1,1
K-TRON,2002,3,3,4
K-TRON,2004,1,2,10
K-TRON,2006,1,6,8
K-TRON,2011,0,0,1
K-TRON,2012,4,5,6
K-TRON,2016,19,19,19
K12 Inc,2007,4,6,16
K12 Inc,2010,6,8,10
K12 Inc,2011,0,0,1
K12 Inc,2014,2,3,3
Kaiser Aluminum,1976,42,51,64
Kaiser Aluminum,1977,36,40,64
Kaiser Aluminum,1978,36,43,57
Kaiser Aluminum,1979,12,16,23
Kaiser Aluminum,1980,10,13,16
Kaiser Aluminum,1981,6,9,15
Kaiser Aluminum,1982,15,15,16
Kaiser Aluminum,1983,17,19,20
Kaiser Aluminum,1984,14,21,31
Kaiser Aluminum,1985,10,13,15
Kaiser Aluminum,1986,25,33,49
Kaiser Aluminum,1987,9,12,16
Kaiser Aluminum,1988,5,9,15
Kaiser Aluminum,1989,0,0,3
Kaiser Aluminum,1992,1,1,3
Kaiser Aluminum,1994,4,11,18
Kaiser Aluminum,1995,20,28,42
Kaiser Aluminum,1996,40,46,65
Kaiser Aluminum,1997,11,15,20
Kaiser Aluminum,1998,16,28,29
Kaiser Aluminum,1999,14,16,21
Kaiser Aluminum,2000,7,11,26
Kaiser Aluminum,2001,3,3,4
KaloBios Pharmaceuticals Inc,2008,2,3,7
KaloBios Pharmaceuticals Inc,2011,0,1,8
KaloBios Pharmaceuticals Inc,2012,1,1,1
KaloBios Pharmaceuticals Inc,2013,4,4,4
KaloBios Pharmaceuticals Inc,2014,0,0,1
KaloBios Pharmaceuticals Inc,2015,0,1,1
Kana Communications Inc,2001,55,88,150
Karyopharm Therapeutics,2013,11,13,20
Karyopharm Therapeutics,2015,51,59,59
Karyopharm Therapeutics,2016,28,28,28
KASLER CORP,1991,2,3,3
KAYAK Software Corp,2009,13,17,31
KAYAK Software Corp,2010,38,53,72
KAYAK Software Corp,2011,24,29,58
KAYAK Software Corp,2012,5,8,13
KAYAK Software Corp,2013,14,23,37
KAYAK Software Corp,2014,40,57,61
KAYAK Software Corp,2015,14,15,15
KAYAK Software Corp,2016,3,3,3
Kaynar Technologies Inc,1995,1,2,4
Kaynar Technologies Inc,1996,3,3,4
Kaynar Technologies Inc,2000,1,2,3
"KBR, Inc.",1987,0,0,6
Keller Industries,1988,0,0,1
Keller Industries,1990,8,10,11
Keller Industries,1995,0,0,1
Keller Industries,1996,2,5,13
Kemet,1991,2,5,6
Kemet,1997,5,8,9
Kemet,1998,18,20,29
Kemet,1999,10,14,24
Kemet,2000,13,14,30
Kemet,2001,21,27,41
Kemet,2002,26,32,45
Kemet,2003,3,5,7
Kemet,2004,10,22,32
Kemet,2005,17,21,40
Kemet,2006,31,41,81
Kemet,2007,24,32,52
Kemet,2008,5,8,10
Kemet,2009,40,63,97
Kemet,2010,24,36,61
Kemet,2011,13,20,35
Kemet,2012,29,52,86
Kemet,2013,17,23,30
Kemet,2014,32,53,53
Kemet,2015,28,33,33
Kemet,2016,10,10,10
KemPharm Inc,2012,0,2,8
KemPharm Inc,2013,12,15,22
KemPharm Inc,2014,31,45,51
KemPharm Inc,2015,30,38,38
KemPharm Inc,2016,2,2,2
Kendall Square Research,1990,1,3,6
Kendall Square Research,1991,19,23,35
Kendall Square Research,1992,13,15,21
Kendall Square Research,1993,14,29,57
Kendall Square Research,1994,75,154,214
Kenetech,1994,10,17,25
Kenetech,1996,28,37,56
Kenexa Corp,2011,2,2,3
Kennedy-Wilson,2016,169,169,169
Kenneth Cole Productions,1996,3,8,20
Kenneth Cole Productions,2009,13,21,26
Kenneth Cole Productions,2010,5,5,7
Kensey Nash,1989,16,29,53
Kensey Nash,1990,29,42,68
Kensey Nash,1991,78,105,192
Kensey Nash,1992,4,4,14
Kensey Nash,1993,59,86,123
Kensey Nash,1994,64,77,105
Kensey Nash,1995,40,53,87
Kensey Nash,1996,43,55,87
Kensey Nash,1997,23,37,62
Kensey Nash,1998,14,25,42
Kensey Nash,1999,106,155,254
Kensey Nash,2000,137,192,296
Kensey Nash,2001,30,42,58
Kensey Nash,2002,7,8,14
Kensey Nash,2003,67,82,128
Kensey Nash,2004,14,15,40
Kensey Nash,2005,26,57,149
Kensey Nash,2006,6,7,19
Kensey Nash,2007,67,145,263
Kensey Nash,2008,7,16,37
Kensey Nash,2009,15,22,36
Kensey Nash,2010,53,104,362
Kensey Nash,2011,76,157,394
Kensey Nash,2012,13,23,61
Kensey Nash,2013,39,146,365
Kensey Nash,2014,20,31,34
Kensey Nash,2015,8,8,8
Kensey Nash,2016,8,8,8
Kentek Information Systems,1986,4,13,17
Kentek Information Systems,1987,18,20,24
Kentek Information Systems,1988,37,48,60
Kentek Information Systems,1989,16,21,26
Kentek Information Systems,1990,25,29,41
Kentek Information Systems,1991,4,6,7
Keptel,1985,10,12,15
Keptel,1986,6,6,7
Keptel,1987,16,20,30
Keptel,1988,11,13,23
Keptel,1989,25,42,69
Keptel,1990,83,122,215
Keptel,1991,13,24,33
Keptel,1992,16,17,25
Keptel,1993,0,0,4
Keptel,1994,42,51,63
Keptel,1995,17,21,27
Keptel,1996,14,15,22
KeraVision,1990,3,4,9
KeraVision,1993,9,11,17
KeraVision,1994,18,31,74
KeraVision,1995,34,46,76
KeraVision,1996,7,11,11
KeraVision,1997,21,28,42
KeraVision,1998,27,35,48
KeraVision,1999,15,17,24
KeraVision,2000,3,3,8
KeraVision,2001,4,4,4
KERR GLASS MANUFACTURI,1976,1,2,2
KERR GLASS MANUFACTURI,1977,4,4,6
KERR GLASS MANUFACTURI,1978,1,1,1
KERR GLASS MANUFACTURI,1979,1,1,1
KERR GLASS MANUFACTURI,1981,3,4,6
KERR GLASS MANUFACTURI,1982,0,0,1
KERR GLASS MANUFACTURI,1983,4,4,4
KERR GLASS MANUFACTURI,1984,2,3,3
KERR GLASS MANUFACTURI,1985,18,26,36
KERR GLASS MANUFACTURI,1986,26,31,40
KERR GLASS MANUFACTURI,1989,11,13,19
Keryx Biopharmaceuticals Inc,2016,2,2,2
KEVEX,1978,5,6,8
KEVEX,1979,1,1,1
KEVEX,1987,8,12,18
KEVEX,1988,0,0,1
KEVEX,1990,0,3,3
KEVEX,1991,3,6,15
KEVEX,1998,4,4,5
KEVEX,1999,2,4,5
KEVEX,2001,1,3,6
KEVEX,2003,2,2,2
Key Technology,1982,2,2,3
Key Technology,1983,3,4,4
Key Technology,1984,28,48,87
Key Technology,1985,38,52,70
Key Technology,1986,41,51,79
Key Technology,1987,19,25,49
Key Technology,1988,38,54,84
Key Technology,1989,38,46,69
Key Technology,1990,13,20,27
Key Technology,1991,15,16,23
Key Technology,1992,7,8,11
Key Technology,1993,9,15,22
Key Technology,1994,57,77,114
Key Technology,1995,33,41,53
Key Technology,1996,67,95,150
Key Technology,1997,20,23,30
Key Technology,1998,32,47,85
Key Technology,1999,12,24,35
Key Technology,2000,30,39,60
Key Technology,2001,134,197,288
Key Technology,2002,82,114,182
Key Technology,2003,18,24,38
Key Technology,2004,149,206,394
Key Technology,2005,88,164,354
Key Technology,2006,125,189,454
Key Technology,2007,106,165,314
Key Technology,2008,153,264,391
Key Technology,2009,86,135,189
Key Technology,2010,92,118,203
Key Technology,2011,49,75,106
Key Technology,2012,18,32,45
Key Technology,2013,70,89,109
Key Technology,2014,96,108,118
Key Technology,2015,18,22,22
Key Technology,2016,24,24,24
KEY TRONIC CORP.,1980,3,3,3
KEY TRONIC CORP.,1981,6,7,17
KEY TRONIC CORP.,1986,9,11,18
KEY TRONIC CORP.,1988,4,8,11
KEY TRONIC CORP.,1989,12,14,18
KEY TRONIC CORP.,1990,2,4,10
KEY TRONIC CORP.,1992,3,3,5
KEY TRONIC CORP.,1993,3,5,6
KEY TRONIC CORP.,1994,38,50,66
KEY TRONIC CORP.,1995,33,41,53
KEY TRONIC CORP.,1996,7,9,14
KEY TRONIC CORP.,1997,2,2,3
KEY TRONIC CORP.,1998,1,1,2
KEY TRONIC CORP.,1999,8,13,19
Keynote Systems Inc,1999,32,43,71
Keynote Systems Inc,2002,10,14,27
Keynote Systems Inc,2003,13,21,29
Keynote Systems Inc,2004,10,14,26
Keynote Systems Inc,2005,10,15,32
Keynote Systems Inc,2007,11,16,25
Keynote Systems Inc,2008,19,26,32
KEYSTONE FOODS CORP,1980,2,6,6
KEYSTONE FOODS CORP,1982,5,5,6
KEYSTONE FOODS CORP,1989,2,2,4
Kideo Productions,1997,9,13,22
Kile Technology,1989,2,2,2
Kile Technology,2005,0,0,1
KIMBALL,1976,40,54,77
KIMBALL,1977,17,20,21
KIMBALL,1978,77,85,101
KIMBALL,1979,20,21,24
KIMBALL,1980,40,45,48
KIMBALL,1981,9,11,13
KIMBALL,1982,9,9,11
KIMBALL,1983,7,8,9
KIMBALL,1984,6,7,10
KIMBALL,1985,25,32,39
KIMBALL,1986,14,23,34
KIMBALL,1987,1,2,2
KIMBALL,1988,1,1,2
KIMBALL,1989,0,0,1
KIMBALL,1990,3,4,6
KIMBALL,1993,7,10,16
KIMBALL,1994,14,28,66
KIMBALL,1995,14,19,28
KIMBALL,1996,4,5,11
KIMBALL,1997,5,5,5
KIMBALL,1998,91,106,120
KIMBALL,1999,22,23,27
KIMBALL,2000,5,6,10
KIMBALL,2001,46,56,90
KIMBALL,2002,25,28,40
KIMBALL,2003,26,43,55
KIMBALL,2004,35,55,67
KIMBALL,2005,28,36,64
KIMBALL,2006,78,104,165
KIMBALL,2007,35,49,106
KIMBALL,2008,68,84,111
KIMBALL,2009,128,180,248
KIMBALL,2010,85,107,142
KIMBALL,2011,52,78,148
KIMBALL,2012,106,124,187
KIMBALL,2013,43,55,61
KIMBALL,2014,22,24,26
KIMBALL,2015,61,64,64
KIMBALL,2016,28,28,28
Kinder Morgan Inc,2001,4,4,6
Kinder Morgan Inc,2002,2,2,2
Kinder Morgan Inc,2003,0,0,1
Kinder Morgan Inc,2006,1,2,3
Kinder Morgan Inc,2007,0,0,1
Kinder Morgan Inc,2011,1,2,4
Kinder Morgan Inc,2012,1,2,3
Kinder Morgan Inc,2013,6,10,14
Kinder Morgan Inc,2016,2,2,2
Kinetic Concepts,1984,0,5,8
Kinetic Concepts,1986,6,8,10
Kinetic Concepts,1987,3,4,5
Kinetic Concepts,1988,3,5,5
Kinetic Concepts,1990,4,6,8
Kinetic Concepts,1991,28,49,79
Kinetic Concepts,1992,16,26,44
Kinetic Concepts,1993,10,15,23
Kinetic Concepts,1994,14,18,22
Kinetic Concepts,1996,5,9,21
Kinetic Concepts,1997,48,74,126
Kinetic Concepts,1998,3,4,9
Kinetic Concepts,1999,6,10,21
Kinetic Concepts,2000,19,29,46
Kinetic Concepts,2002,21,26,46
Kinetic Concepts,2006,13,27,68
Kinetic Concepts Inc,1984,0,5,8
Kinetic Concepts Inc,1986,6,8,10
Kinetic Concepts Inc,1987,3,4,5
Kinetic Concepts Inc,1988,3,5,5
Kinetic Concepts Inc,1990,4,6,8
Kinetic Concepts Inc,1991,28,49,79
Kinetic Concepts Inc,1992,16,26,44
Kinetic Concepts Inc,1993,10,15,23
Kinetic Concepts Inc,1994,14,18,22
Kinetic Concepts Inc,1996,5,9,21
Kinetic Concepts Inc,1997,48,74,126
Kinetic Concepts Inc,1998,3,4,9
Kinetic Concepts Inc,1999,6,10,21
Kinetic Concepts Inc,2000,19,29,46
Kinetic Concepts Inc,2002,21,26,46
Kinetic Concepts Inc,2006,13,27,68
King Pharmaceuticals Inc,2001,1,1,1
King Pharmaceuticals Inc,2002,3,4,8
King Pharmaceuticals Inc,2004,2,3,6
King Pharmaceuticals Inc,2005,1,1,1
King Pharmaceuticals Inc,2006,6,7,7
King Pharmaceuticals Inc,2007,4,5,7
King Pharmaceuticals Inc,2008,1,1,3
King Pharmaceuticals Inc,2009,2,2,5
King Pharmaceuticals Inc,2010,0,3,8
KiOR Inc,2011,58,88,115
KiOR Inc,2012,86,101,126
KiOR Inc,2013,41,47,55
KiOR Inc,2014,15,21,21
KiOR Inc,2015,9,11,11
KiOR Inc,2016,3,3,3
Kips Bay Medical Inc,2010,0,2,10
Kips Bay Medical Inc,2011,9,25,52
Kips Bay Medical Inc,2012,10,14,23
Kips Bay Medical Inc,2013,12,19,21
Kips Bay Medical Inc,2014,8,8,8
KLA INSTRUMENTS,1982,4,4,6
KLA INSTRUMENTS,1984,8,9,11
KLA INSTRUMENTS,1985,26,33,40
KLA INSTRUMENTS,1986,19,24,36
KLA INSTRUMENTS,1987,12,13,20
KLA INSTRUMENTS,1988,8,10,13
KLA INSTRUMENTS,1989,31,34,62
KLA INSTRUMENTS,1990,5,7,22
KLA INSTRUMENTS,1991,13,21,31
KLA INSTRUMENTS,1992,8,9,18
KLA INSTRUMENTS,1995,6,10,20
KLA INSTRUMENTS,1996,72,111,261
KLA INSTRUMENTS,1997,8,13,29
KLA INSTRUMENTS,1998,48,81,168
KLA INSTRUMENTS,1999,60,106,207
KLA INSTRUMENTS,2000,61,105,187
KLOSS VIDEO,1983,3,4,4
Knoll Inc,1976,5,5,5
Knoll Inc,1977,3,3,4
Knoll Inc,1978,1,2,5
Knoll Inc,1979,5,5,9
Knoll Inc,1980,2,5,9
Knoll Inc,1981,24,28,35
Knoll Inc,1982,7,8,12
Knoll Inc,1983,5,9,15
Knoll Inc,1984,12,18,20
Knoll Inc,1985,44,54,71
Knoll Inc,1986,32,42,72
Knoll Inc,1987,0,0,2
Knoll Inc,1988,0,0,1
Knoll Inc,1989,13,18,37
Knoll Inc,1990,7,7,8
Knoll Inc,1991,4,4,13
Knoll Inc,1992,8,9,10
Knoll Inc,1993,2,3,4
Knoll Inc,1994,1,2,5
Knoll Inc,1995,4,4,7
Knoll Inc,1996,38,52,87
Knoll Inc,1997,64,99,138
Knoll Inc,1998,80,105,150
Knoll Inc,1999,77,90,132
Knoll Inc,2000,55,72,112
Knoll Inc,2001,42,49,62
Knoll Inc,2002,54,65,89
Knoll Inc,2003,53,65,82
Knoll Inc,2004,14,18,29
Knoll Inc,2005,1,1,2
Knoll Inc,2006,16,16,24
Knoll Inc,2007,41,47,56
Knoll Inc,2008,20,20,21
Knoll Inc,2009,27,31,41
Knoll Inc,2010,47,53,73
Knoll Inc,2011,40,48,57
Knoll Inc,2012,52,82,160
Knoll Inc,2013,94,122,143
Knoll Inc,2014,153,180,186
Knoll Inc,2015,35,38,38
Knoll Inc,2016,19,19,19
KNOLL INTERNATIONAL,1976,2,2,2
KNOLL INTERNATIONAL,1978,0,1,3
KNOLL INTERNATIONAL,1979,5,5,9
KNOLL INTERNATIONAL,1980,2,5,9
KNOLL INTERNATIONAL,1981,24,28,35
KNOLL INTERNATIONAL,1982,7,8,12
KNOLL INTERNATIONAL,1983,5,9,15
KNOLL INTERNATIONAL,1984,12,18,20
KNOLL INTERNATIONAL,1985,44,54,71
KNOLL INTERNATIONAL,1986,32,42,72
KNOLL INTERNATIONAL,1987,0,0,2
KNOLL INTERNATIONAL,1989,9,11,23
KNOLL INTERNATIONAL,1990,4,4,5
KNOLL INTERNATIONAL,1991,4,4,13
KNOLL INTERNATIONAL,1992,8,8,8
KNOLL INTERNATIONAL,2012,0,1,2
Koala,1995,1,3,7
Koala,1997,4,4,6
Koala,1999,5,7,16
Koala,2000,0,3,5
Koala,2001,21,27,51
Koala,2002,6,8,20
Koala,2003,0,0,23
Koala,2004,2,7,32
Koala,2012,3,5,6
Kofax Image Products,2002,1,2,4
Komag,1986,3,4,7
Komag,1987,4,5,8
Komag,1988,17,24,37
Komag,1990,7,10,16
Komag,1991,6,12,34
Komag,1992,7,16,30
Komag,1993,5,8,17
Komag,1994,0,1,2
Komag,1995,11,12,12
Komag,1996,19,25,38
Komag,1997,59,75,96
Komag,1998,40,57,85
Komag,1999,29,41,49
Komag,2000,89,107,139
Komag,2001,32,33,41
Komag,2002,45,58,90
Komag,2003,21,30,45
Komag,2004,9,13,18
Komag,2005,16,28,51
Komag,2006,36,47,88
Komag,2007,14,24,108
Komag,2008,5,7,111
Kopin,1989,40,49,66
Kopin,1990,38,49,57
Kopin,1991,30,37,46
Kopin,1992,16,18,36
Kopin,1993,58,74,122
Kopin,1994,85,104,162
Kopin,1995,66,88,159
Kopin,1996,46,64,125
Kopin,1997,90,125,222
Kopin,1998,88,138,254
Kopin,1999,29,43,81
Kopin,2000,150,213,353
Kopin,2001,26,42,74
Kopin,2002,50,73,117
Kopin,2003,47,70,143
Kopin,2004,19,29,43
Kopin,2005,25,39,73
Kopin,2006,7,11,30
Kopin,2007,17,21,49
Kopin,2008,46,77,165
Kopin,2009,1,1,1
Kopin,2010,2,2,3
Kopin,2011,45,62,74
Kopin,2012,32,48,71
Kopin,2013,176,229,296
Kopin,2014,216,247,261
Kopin,2015,206,213,213
Kopin,2016,100,100,100
Kornit Digital Ltd,2006,4,6,11
Kornit Digital Ltd,2009,0,0,1
Kornit Digital Ltd,2011,3,4,5
Kornit Digital Ltd,2012,0,0,1
Kornit Digital Ltd,2013,1,2,3
Kornit Digital Ltd,2015,2,2,2
Kornit Digital Ltd,2016,1,1,1
Kos Pharmaceuticals Inc,1993,3,3,5
Kos Pharmaceuticals Inc,1997,2,2,5
Kos Pharmaceuticals Inc,1999,0,1,2
Kos Pharmaceuticals Inc,2000,2,2,4
Kos Pharmaceuticals Inc,2002,2,2,3
Kos Pharmaceuticals Inc,2004,0,0,6
Kos Pharmaceuticals Inc,2006,2,5,18
Kosan Biosciences Inc,2000,18,34,55
Kosan Biosciences Inc,2001,22,26,37
Kosan Biosciences Inc,2002,52,63,90
Kosan Biosciences Inc,2003,27,41,65
Kosan Biosciences Inc,2004,3,6,9
Kosan Biosciences Inc,2005,27,40,54
Kosan Biosciences Inc,2006,7,9,10
Kosan Biosciences Inc,2007,5,5,8
Kosan Biosciences Inc,2008,8,8,12
Kosan Biosciences Inc,2009,1,1,1
Kosan Biosciences Inc,2010,0,1,4
Kosan Biosciences Inc,2011,1,1,1
Kraft Foods Inc,1978,2,3,4
Kraft Foods Inc,1979,3,3,3
Kraft Foods Inc,1994,5,6,7
Kraft Foods Inc,1995,35,53,95
Kraft Foods Inc,1996,104,147,250
Kraft Foods Inc,1997,92,118,176
Kraft Foods Inc,1998,105,128,162
Kraft Foods Inc,1999,146,177,246
Kraft Foods Inc,2000,234,274,410
Kraft Foods Inc,2001,120,163,246
Kraft Foods Inc,2002,192,248,342
Kraft Foods Inc,2003,142,180,268
Kraft Foods Inc,2004,158,188,271
Kraft Foods Inc,2005,152,208,341
Kraft Foods Inc,2006,299,415,674
Kraft Foods Inc,2007,177,287,471
Kraft Foods Inc,2008,177,244,400
Kraft Foods Inc,2009,223,271,413
Kraft Foods Inc,2010,146,206,289
Kraft Foods Inc,2011,280,355,602
Kraft Foods Inc,2012,233,300,426
Kraft Foods Inc,2013,254,346,460
Kraft Foods Inc,2014,381,440,449
Kraft Foods Inc,2015,101,112,112
Kraft Foods Inc,2016,128,128,128
Kronos,1977,1,1,1
Kronos,1978,0,0,1
Kronos,1981,15,16,17
Kronos,1982,1,2,3
Kronos,1985,2,2,2
Kronos,1986,3,3,3
Kronos,1988,0,1,3
Kronos,1989,1,1,2
Kronos,1990,0,1,1
Kronos,1991,1,1,1
Kronos,1993,9,13,18
Kronos,1994,5,5,7
Kronos,1995,6,6,11
Kronos,1996,1,1,1
Kronos,1997,0,1,2
Kronos,1999,1,1,1
Kronos,2002,2,2,2
Kronos,2003,26,32,47
Kronos,2004,18,25,29
Kronos,2005,32,40,47
Kronos,2006,25,31,38
Kronos,2007,34,51,88
Kronos,2008,0,2,3
Kronos,2009,30,39,55
Kronos,2010,1,3,8
Kronos,2011,5,6,9
Kronos,2012,2,4,4
Kronos,2014,2,2,3
Kronos,2015,2,2,2
Krystal,1999,1,1,2
Krystal,2000,2,3,6
Krystal,2001,6,8,12
Krystal,2005,6,10,13
Krystal,2007,5,5,5
Krystal,2008,2,2,3
Krystal,2010,0,1,1
Kurzweil Applied Intelligence,1989,1,1,2
Kurzweil Applied Intelligence,1991,0,0,2
Kurzweil Applied Intelligence,1992,7,14,50
Kurzweil Applied Intelligence,1993,5,19,51
Kurzweil Applied Intelligence,1994,8,9,16
Kurzweil Applied Intelligence,1995,12,15,19
Kurzweil Applied Intelligence,1996,7,13,17
Kurzweil Applied Intelligence,1997,19,23,25
Kurzweil Applied Intelligence,1998,8,8,8
Kurzweil Applied Intelligence,1999,4,5,6
Kurzweil Music,1986,4,4,4
Kurzweil Music,1989,2,5,5
KVH Industries,1991,0,0,2
KVH Industries,1996,3,4,7
KVH Industries,1998,12,19,26
KVH Industries,2000,8,10,11
KVH Industries,2002,27,30,35
KVH Industries,2003,15,18,22
KVH Industries,2004,8,11,17
KVH Industries,2005,9,13,16
KVH Industries,2006,5,7,9
KVH Industries,2008,5,8,11
KVH Industries,2009,1,1,1
KVH Industries,2010,3,5,7
KVH Industries,2012,1,2,10
KVH Industries,2013,2,5,7
KVH Industries,2014,4,5,5
KVH Industries,2016,9,9,9
KYLE TECHNOLOGY,1985,2,2,2
KYLE TECHNOLOGY,1989,1,1,1
KYLE TECHNOLOGY,2000,0,1,1
Kyphon Inc,1999,9,22,38
Kyphon Inc,2000,38,52,80
Kyphon Inc,2001,103,140,168
Kyphon Inc,2002,32,38,67
Kyphon Inc,2003,35,45,226
Kyphon Inc,2004,23,51,352
Kyphon Inc,2005,30,138,322
Kyphon Inc,2006,148,256,472
Kyphon Inc,2007,67,121,304
Kyphon Inc,2008,136,191,303
Kyphon Inc,2009,314,469,898
Kyphon Inc,2010,377,565,851
Kyphon Inc,2011,419,548,826
Kyphon Inc,2012,404,532,799
Kyphon Inc,2013,39,50,61
Kyphon Inc,2014,4,10,10
Kyphon Inc,2015,89,102,102
Kyphon Inc,2016,29,29,29
KYTHERA Biopharmaceuticals Inc,2011,8,11,23
KYTHERA Biopharmaceuticals Inc,2012,8,16,28
KYTHERA Biopharmaceuticals Inc,2013,26,36,44
KYTHERA Biopharmaceuticals Inc,2014,21,26,26
KYTHERA Biopharmaceuticals Inc,2015,17,17,17
KYTHERA Biopharmaceuticals Inc,2016,1,1,1
Kyzen,1992,4,6,9
Kyzen,1994,1,4,7
Kyzen,1999,3,4,8
Kyzen,2000,10,12,21
Kyzen,2004,5,10,18
Kyzen,2007,2,3,4
L.B. FOSTER,1978,0,2,4
L.B. FOSTER,1999,0,1,2
L.B. FOSTER,2002,4,6,8
L.B. FOSTER,2013,5,5,10
L.B. FOSTER,2014,4,6,6
L.B. FOSTER,2015,5,6,6
L.B. FOSTER,2016,1,1,1
La Crosse Footwear,1989,5,5,8
La Crosse Footwear,1993,0,2,5
La Jolla Pharmaceutical,1990,3,3,4
La Jolla Pharmaceutical,1992,1,3,5
La Jolla Pharmaceutical,1993,0,1,5
La Jolla Pharmaceutical,1994,6,8,10
La Jolla Pharmaceutical,1996,1,4,9
La Jolla Pharmaceutical,1997,3,5,6
La Jolla Pharmaceutical,1998,5,5,6
La Jolla Pharmaceutical,1999,1,1,10
La Jolla Pharmaceutical,2000,4,7,16
La Jolla Pharmaceutical,2001,2,6,9
La Jolla Pharmaceutical,2002,7,9,12
La Jolla Pharmaceutical,2005,8,9,10
La Jolla Pharmaceutical,2006,1,1,2
La Jolla Pharmaceutical,2007,2,3,3
La Jolla Pharmaceutical,2008,1,1,1
La Jolla Pharmaceutical,2012,13,17,25
La Jolla Pharmaceutical,2013,14,18,22
La Jolla Pharmaceutical,2014,1,1,1
La Jolla Pharmaceutical,2016,6,6,6
"LADD FURNITURE, INC.",1989,2,2,3
"LADD FURNITURE, INC.",1990,1,2,4
"LADD FURNITURE, INC.",1992,2,2,4
"LADD FURNITURE, INC.",1993,12,13,17
"LADD FURNITURE, INC.",1996,1,1,1
"LADD FURNITURE, INC.",1998,4,4,7
"LADD FURNITURE, INC.",2003,99,129,179
"LADD FURNITURE, INC.",2004,67,86,102
"LADD FURNITURE, INC.",2005,24,26,28
Lakeland Industries,1995,1,4,5
Lakeland Industries,1996,16,19,24
Lakeland Industries,1997,1,2,4
Lakeland Industries,2000,10,11,16
Lakeland Industries,2001,1,2,2
Lakeland Industries,2002,5,7,7
Lakeland Industries,2004,9,12,33
Lakeland Industries,2006,1,5,11
Lakeland Industries,2007,3,3,5
Lakeland Industries,2010,2,4,7
Lakeland Industries,2011,0,1,3
Lakeland Industries,2012,1,2,2
LAM RESEARCH CORP.,1982,5,7,10
LAM RESEARCH CORP.,1984,16,24,31
LAM RESEARCH CORP.,1988,9,11,12
LAM RESEARCH CORP.,1989,7,13,20
LAM RESEARCH CORP.,1990,18,30,63
LAM RESEARCH CORP.,1991,4,11,21
LAM RESEARCH CORP.,1992,26,27,42
LAM RESEARCH CORP.,1993,45,78,163
LAM RESEARCH CORP.,1994,37,54,128
LAM RESEARCH CORP.,1995,13,19,37
LAM RESEARCH CORP.,1996,56,110,186
LAM RESEARCH CORP.,1997,168,227,302
LAM RESEARCH CORP.,1998,408,558,760
LAM RESEARCH CORP.,1999,355,461,672
LAM RESEARCH CORP.,2000,558,735,1126
LAM RESEARCH CORP.,2001,578,780,1125
LAM RESEARCH CORP.,2002,537,755,1060
LAM RESEARCH CORP.,2003,547,675,946
LAM RESEARCH CORP.,2004,246,327,523
LAM RESEARCH CORP.,2005,184,279,483
LAM RESEARCH CORP.,2006,167,248,420
LAM RESEARCH CORP.,2007,192,303,594
LAM RESEARCH CORP.,2008,113,166,310
LAM RESEARCH CORP.,2009,131,176,297
LAM RESEARCH CORP.,2010,300,405,650
LAM RESEARCH CORP.,2011,242,370,557
LAM RESEARCH CORP.,2012,441,574,957
LAM RESEARCH CORP.,2013,424,610,1012
LAM RESEARCH CORP.,2014,553,775,854
LAM RESEARCH CORP.,2015,671,762,762
LAM RESEARCH CORP.,2016,933,933,933
Lancer,1976,1,1,1
Lancer,1980,2,2,5
Lancer,1988,4,4,5
Lancer,1989,16,19,23
Lancer,1990,5,7,13
Lancer,1993,4,5,11
Lancer,1994,5,5,7
Lancer,1995,8,11,21
Lancer,1996,7,12,19
Lancer,1997,2,3,3
Lancer,1998,4,5,8
Lancer,1999,3,4,4
Lancer,2000,20,22,35
Lancer,2001,29,37,55
Lancer,2002,20,24,36
Lancer,2003,50,61,95
Lancer,2004,12,13,33
Lancer,2005,1,3,10
Lancer,2006,8,11,22
Lancer,2007,14,24,50
Lancer,2008,24,29,48
Lancer,2009,9,22,28
Lancer,2010,38,42,46
Lancer,2011,7,10,13
Lancer,2012,10,13,24
Lancer,2013,6,10,12
Lancer,2014,7,10,10
Lancer,2016,1,1,1
Land's End,2008,2,4,4
Landec,1989,4,7,11
Landec,1992,10,20,44
Landec,1993,5,9,20
Landec,1995,10,16,34
Landec,1997,14,22,34
Landec,1998,4,5,7
Landec,2000,2,2,11
Landec,2001,10,16,26
Landec,2002,10,15,24
Landec,2003,1,2,6
Landec,2004,0,1,3
Landec,2006,3,3,7
Landec,2007,6,21,49
Landec,2009,3,3,10
Landec,2012,2,2,6
Landec,2013,45,50,52
Landec,2014,2,2,2
Landmark Technology,1991,5,11,17
Landmark Technology,1992,6,8,11
Landmark Technology,1993,7,8,12
Landmark Technology,1995,10,13,14
Landmark Technology,1996,11,12,16
Landmark Technology,1997,4,4,5
