ipo_firm,assignee_firm,ticker,is_common,patent_cnt
Sauer,Sauer-Sundstrand - Control Concepts,SHS,0,1
Sauer,Sauer-Sundstrand Company,SHS,0,4
Savvis Communications Corp,Savvis Communications Corporation,SVVS,0,11
Savvis Communications Corp,Savvis Communications p/s Corporation,SVVS,0,1
Sawtek,"Sawtek, Inc.",SAWS,0,40
Sayett Group,"Sayett Group, Inc.",SAYT,0,4
Sbarro,"Sbarro Health Research Organization, Inc.",SBA,0,1
SBE INC.,"SBE Horological Automata, LLC",SBEI,0,1
SBE INC.,SBE Incorporated,SBEI,0,1
SBE INC.,"SBE, Inc.",SBEI,0,3
Schick Technologies Inc,"Schick Technologies, Inc.",SCHK,0,18
School Specialty Inc,"School Specialty Co. of Oregon, Inc.",SCHS,1,1
School Specialty Inc,"School Specialty, Inc.",SCHS,1,6
Schult Homes,Schult Homes Corporation,SHCO,0,1
SciClone Pharmaceuticals,"SciClone Pharmaceuticals International, Ltd.",SCLN,0,2
SciClone Pharmaceuticals,"SciClone Pharmaceuticals, Inc.",SCLN,0,21
Scientific Games Holdings,Scientific Games Holdings Limited,SGIH,1,60
Scientific Learning,Scientific Learning Corporation,SCIL,1,60
Scientific Measurement Systems,"Scientific Measurement Systems, Inc.",SCMS,1,4
SCIENTIFIC MICRO SYS,"Scientific Micro Systems, Inc.",SMSI,0,6
Scientific Systems,"Scientific Systems Company, Inc.",SSIMA,1,1
Scientific Systems,Scientific Systems Research Limited,SSIMA,1,9
Scientific Systems,Scientific Systems Research Ltd.,SSIMA,1,1
Scientific Systems,"Scientific Systems, Inc.",SSIMA,1,4
SciQuest Inc,SciQuest Inc.,SQI,0,14
SCM Microsystems Inc,SCM Microsystems (U.S.) Inc.,SCMM,0,5
SCM Microsystems Inc,SCM Microsystems GmbH,SCMM,0,14
Scoop Inc,Scoop Creation Inc.,SCPI,1,6
Scopus Technology,Scopus Light (1990) Ltd.,SCOP,0,4
Scopus Technology,Scopus Network Technologies Ltd.,SCOP,0,4
Scopus Technology,Scopus Optical Industry,SCOP,0,1
Scopus Technology,SCOPUS SOLUCOES EM TI LTDA,SCOP,0,1
SCOR US,Scor-Pal Products Ltd.,SURE,0,2
SCOTT SCIENCE,"Scott Science & Technology, Inc.",SSTI,1,6
Scotts,SCOTTS CANADA LTD.,SCTT,0,4
Scotts,"Scotts Detergents, (A/Asia) Pty. Ltd.",SCTT,0,1
Scotts,Scotts Hire Limited,SCTT,0,1
Scotts,Scotts Technology Inc.,SCTT,0,1
SCYNEXIS Inc,"Scynexis Chemistry & Automation, Inc.",SCYX,0,4
SCYNEXIS Inc,"SCYNEXIS, INC.",SCYX,0,15
SDL,"SDL Enterprise Technologies, Inc.",SDLI,0,2
SDL,SDL International America Incorporated,SDLI,0,3
SDL,SDL Language Technology,SDLI,0,2
SDL,SDL Netherlands B.V.,SDLI,0,4
SDL,SDL PLC,SDLI,0,7
SDL,"SDL Precision, LLC",SDLI,0,1
SDL,"SDL TECHNOLOGY CO., LTD.",SDLI,0,1
SDL,"SDL, Inc.",SDLI,0,167
SeaChange International,SeaChange International,SEAC,0,1
SeaChange International,"SeaChange International, Inc.",SEAC,0,21
SEAGATE TECHNOLOGY,Seagate LLC,SGAT,0,1
Seagate Technology,Seagate LLC,STX,0,1
SEAGATE TECHNOLOGY,"Seagate Peripherals, Inc.",SGAT,0,2
Seagate Technology,"Seagate Peripherals, Inc.",STX,0,2
SEAGATE TECHNOLOGY,Seagate Removable Solutions LLC,SGAT,0,1
Seagate Technology,Seagate Removable Solutions LLC,STX,0,1
SEAGATE TECHNOLOGY,Seagate Removable Storage Solutions LLC,SGAT,0,21
Seagate Technology,Seagate Removable Storage Solutions LLC,STX,0,21
SEAGATE TECHNOLOGY,SEAGATE S.r.l.,SGAT,0,2
Seagate Technology,SEAGATE S.r.l.,STX,0,2
SEAGATE TECHNOLOGY,Seagate Technologh LLC,SGAT,0,2
Seagate Technology,Seagate Technologh LLC,STX,0,2
SEAGATE TECHNOLOGY,Seagate Technology LLC,SGAT,0,7716
Seagate Technology,Seagate Technology LLC,STX,0,7716
SEAGATE TECHNOLOGY,"SeaGate, Plastics",SGAT,0,1
Seagate Technology,"SeaGate, Plastics",STX,0,1
Sealright,"Sealright Co., Inc.",SRCO,0,46
Sealy Corp,"Sealy of Maryland and Virginia, Inc.",ZZ,0,2
Sealy Corp,"Sealy Technology, LLC",ZZ,0,106
Sealy Corp,Sealy Technoly LLC,ZZ,0,1
Sealy Corp,"Sealy, Inc.",ZZ,0,3
Sealy Corp,"Sealy, Incorporated",ZZ,0,9
Seaspan Corp,Seaspan Development Co. Ltd.,SSW,0,1
Seattle Genetics Inc,"SEATTLE GENETICS, INC.",SGEN,1,124
Secure Computing,Secure Computing Corporation,SCUR,1,51
SecureWorks Corp,SECUREWORKS CORP.,SCWX,0,20
Security Dynamics Technologies,"Security Dynamics Technologies, Inc.",SDTI,1,7
Seda Specialty Packaging,Seda Specialty Packaging Corp.,SSPC,0,1
SEEC Inc,"SEEC, Inc.",SEEC,0,9
SEEQ TECHNOLOGY,"Seeq Technology, Inc.",SEEQ,0,26
SEEQ TECHNOLOGY,"Seeq Technology, Incorporated",SEEQ,0,6
Seer Technologies,Seer Insight Security K.K.,SEER,1,2
Seer Technologies,SEER MEDICAL PTY LTD,SEER,1,1
Seer Technologies,"Seer Pharmaceuticals, LLC",SEER,1,1
Seer Technologies,"Seer Systems, Inc.",SEER,1,2
Seer Technologies,"Seer Technologies, Inc.",SEER,1,2
Seer Technologies,"SEER TECHNOLOGY, INC.",SEER,1,5
Seer Technologies,"Seer, Inc.",SEER,1,1
Segue Software,"Segue Software, Inc.",SEGU,0,2
SEI,SEI CORPORATION,SEIC,1,10
SEI,SEI Information Technology,SEIC,1,1
SEI,"SEI OPTIFRONTER CO., LTD.",SEIC,1,1
SEI,"SEI Optifrontier Co., Ltd.",SEIC,1,61
SEI,"SEI Optrifrontier Co., Ltd.",SEIC,1,1
SEI,SEI S.p.A.,SEIC,1,1
SEI,Sei-ichi Tanuma,SEIC,1,1
Seismed Instruments,"SeisMed Instruments, Inc.",SEIS,0,3
Select Comfort Corp,Select Comfort Corporation,AIRB,1,42
Select Comfort Corp,Select Comfort Retail Corporation,AIRB,1,3
SELECT INFORMATION,Select Information Systems Limited,SELT,1,1
Select Medical Corp,Select Medical Products,SLMC,1,1
Select Medical Corp,"Select Medical Products, Inc.",SLMC,1,2
Selecta Biosciences Inc,"Selecta Biosciences, Inc.",SELB,0,24
Selectica Inc,"Selectica, Inc.",SLTC,0,8
SelfCare,Selfcare International,SLF,0,1
SelfCare,"Selfcare, Inc.",SLF,0,5
Selfix,"Selfix, Inc.",SLFX,0,104
SemiLEDs Corp,Semileds Corporation,LEDS,0,11
SemiLEDs Corp,"Semileds Opto Electronics Co., Ltd.",LEDS,0,1
SemiLEDs Corp,"SemiLEDS Optoelectrics Co., Ltd.",LEDS,0,1
SemiLEDs Corp,"SemiLEDS Optoelectronics Co., Ltd.",LEDS,0,90
Seminis Inc,"Seminis Vegetable Seeds, Inc.",SMNS,0,647
Seminis Inc,"Seminis Vegetables Seeds, Inc.",SMNS,0,1
Seminis Inc,"Seminis Vegetale Seeds, Inc.",SMNS,0,1
Semitool,Semitool Thermal,SMTL,0,1
Semitool,"Semitool, Inc.",SMTL,0,381
Semler Scientific,"Semler Scientific, Inc.",SMLR,0,1
SenesTech Inc,"SENESTECH, INC.",SNES,0,1
Senomyx Inc,"Senomyx, Inc.",SNMX,0,198
SenoRx Inc,"SenoRx, Inc.",SENO,0,176
Sensor Control,"Sensor Control, Inc.",SNCO,1,1
Sensus Healthcare Inc,"Sensus Healthcare, Inc.",SRTS,0,3
Sepracor,Sepracor Inc.,SEPR,0,322
Sequana Therapeutics,"Sequana Therapeutics, Inc.",TEMPA,0,3
Sequenom Inc,Sequenom-Gemini Limted,SQNM,0,1
Sequenom Inc,"Sequenom, Inc.",SQNM,0,144
Sequent Computer Systems,"Sequent Computer Systems, Inc.",SQNT,0,20
Sequoia Software Corp,Sequoia Software Corporation,SQSW,0,1
Sequoia Systems,"Sequoia Systems, Inc.",SEQS,0,10
Seragen,Seragen Diagnostics Inc.,SRGN,0,1
Seragen,"Seragen, Inc.",SRGN,0,9
SERENA Software Inc,"Serena Software International, Inc.",SRNA,1,3
SERENA Software Inc,"Serena Software, Inc.",SRNA,1,13
Seres Therapeutics Inc,"Seres Therapeutics, Inc.",MCRB,0,10
Serologicals,Serologicals Royalty Company,SERO,0,1
Serologicals,"Serologicals, Inc.",SERO,0,1
Serv-Tech,"Serv-Tech, In.",STEC,0,1
Serv-Tech,"Serv-Tech, Inc.",STEC,0,16
SERVICE FRACTURING,"Service Fracturing Company and Airry, Inc.",SERF,0,1
ServiceNow Inc,"ServiceNow, Inc.",NOW,0,168
ServiceSource International,"ServiceSource International, Inc.",SREV,0,8
Seventh Generation,"Seventh Generation Ventures, Inc.",SVNG,1,12
Seventh Generation,"Seventh Generation, Inc.",SVNG,1,1
SGS-Thomson Microelectronics,SGS-Thomson Microelectronics PTE Ltd.,STM,0,6
SGS-Thomson Microelectronics,SGS-Thomson Microelectronics Sdn. Bhd.,STM,0,1
SGS-Thomson Microelectronics,"SGS-Thomson Microelectronics, Inc.",STM,0,2417
SGS-Thomson Microelectronics,SGS-Thomson Microelectronics.A.,STM,0,3
SGX Pharmaceuticals Inc,"SGX Pharmaceuticals, Inc.",SGXP,0,17
Shaman Pharmaceuticals,"Shaman Pharmaceuticals, Inc.",SHMN,1,22
Shamir Optical Industry Ltd,Shamir Optical Industry Ltd.,SHMR,0,14
Sharper Image,Sharper Image Acquisition LLC,SHRP,1,15
Sharper Image,Sharper Image Acquistion LLC,SHRP,1,1
Sharper Image,Sharper Image Corporation,SHRP,1,236
SHELBY WILLIAMS,"Shelby Williams Industries, Inc.",SWIX,1,43
Shiloh Industries Inc,"Shiloh Industries, Inc.",SHLO,0,25
Shiloh Industries Inc,"Shiloh Industries, Inc. Dickson Mfg. Div.",SHLO,0,1
Shiva,"Shiva Biomedical, LLC",SHVA,1,9
Shiva,"Shiva Biomedicals, LLC",SHVA,1,1
Shiva,Shiva Corporation,SHVA,1,5
Shopify Inc,Shopify Inc.,SHOP,0,1
ShopNow.com Inc,ShopNow.com Inc.,SPNW,0,1
Shopping.com,Shopping.com,IBUY,0,6
Shopping.com Ltd,Shopping.com,SHOP,0,6
SHOPSMITH,"Shopsmith, Inc.",SHOP,0,35
ShoreTel Inc,"ShoreTel, Inc.",SHOR,0,128
Shorewood Packaging,Shorewood Packaging Corp.,SHOR,0,1
ShowCase Corp,Showcase Corporation,SHWC,1,2
ShowCase Corp,Showcase Manufacturing Corporation,SHWC,1,1
ShowCase Corp,Showcase Projects Ltd.,SHWC,1,1
ShowCase Corp,"Showcase Technologies, LLC",SHWC,1,1
ShowCase Corp,Showcase-TV Inc.,SHWC,1,1
Showscan Film,Showscan Film Corporation,SHOW,0,11
Shuffle Master,Shuffle Master Australasia Pty Limited,SHFL,1,1
Shuffle Master,Shuffle Master Gaming,SHFL,1,2
Shuffle Master,"Shuffle Master, Inc.",SHFL,1,194
Shutterfly Inc,"Shutterfly, Inc.",SFLY,0,136
Shutterstock Inc,"SHUTTERSTOCK, INC.",SSTK,0,34
SIBIA Neurosciences,"SIBIA Neurosciences, Inc.",SIBI,0,49
Siebel Systems,Siebel Systems EMEA Ltd.,SEBL,0,1
Siebel Systems,"Siebel Systems, Inc.",SEBL,0,298
Sierra On-Line,"Sierra On-Line, Inc.",SIER,1,7
Sierra Semiconductor,Sierra Semiconductor Corporation,SERA,1,25
Sierra Semiconductor,"Sierra Semiconductor, Canada, Inc.",SERA,1,2
Sierra Semiconductor,Sierra Semiconductors B.V.,SERA,1,1
SIERRA SPRING WATER,Sierra Spring Water Company,SSWC,1,1
Sigma Designs,Sigma Designs Israel S.D.I. Ltd.,SIGM,1,24
Sigma Designs,"Sigma Designs, Inc.",SIGM,1,58
SIGMA RESEARCH,"Sigma Research, Inc.",SIGR,1,6
Sigmatel Inc,"Sigmatel, Inc.",SGTL,0,218
SigmaTron International,"Sigmatron International, Inc.",SGMA,0,1
Signal Technology,"Signal Applied Technologies, Inc.",STCX,1,2
Signal Technology,"Signal Cable System Co., Ltd.",STCX,1,2
Signal Technology,Signal CATV System Inc.,STCX,1,3
Signal Technology,Signal Communications Corporation,STCX,1,3
Signal Technology,"Signal Coordinating Therapy, Inc.",STCX,1,1
Signal Technology,"Signal Data Systems PTY, Ltd.",STCX,1,2
Signal Technology,Signal Design Laboratories Limited,STCX,1,1
Signal Technology,Signal Diagnostics,STCX,1,1
Signal Technology,"Signal Digital, Inc.",STCX,1,1
Signal Technology,"Signal Electronic Co., Ltd.",STCX,1,2
Signal Technology,Signal Engineering Company-South,STCX,1,1
Signal Technology,"Signal Environmental Systems, Inc.",STCX,1,3
Signal Technology,"Signal Essence, LLC",STCX,1,3
Signal Technology,Signal Fire,STCX,1,1
Signal Genetics Inc,"Signal Genetics, Inc.",SGNL,1,1
Signal Technology,"Signal Genetics, Inc.",STCX,1,1
Signal Technology,"Signal Hound, INC.",STCX,1,1
Signal Technology,"Signal Industries, Inc.",STCX,1,1
Signal Technology,"Signal Innovations, Inc.",STCX,1,1
Signal Technology,Signal Insight Inc.,STCX,1,1
Signal Technology,"SIGNAL INTEGRITY SOFTWARE, INC.",STCX,1,2
Signal Technology,"Signal Intelligence, Inc.",STCX,1,1
Signal Technology,Signal Interface Group LLC,STCX,1,1
Signal Technology,Signal Investment & management Co.,STCX,1,1
Signal Technology,"Signal Laboratories, Inc.",STCX,1,2
Signal Technology,"Signal Labs, Inc.",STCX,1,1
Signal Technology,"Signal Lux Italia, S.p.A.",STCX,1,1
Signal Technology,Signal Lux MDS S.r.l,STCX,1,1
Signal Technology,Signal Lux S.p.A.,STCX,1,2
Signal Technology,Signal Medical Corporation,STCX,1,5
Signal Technology,"Signal Microwave, LLC",STCX,1,1
Signal Technology,Signal Networks Pvt. Ltd.,STCX,1,1
Signal Technology,Signal Office Products Co.,STCX,1,1
Signal Technology,Signal One Corporation,STCX,1,3
Signal Technology,"Signal Perfection, Ltd.",STCX,1,2
Signal Technology,"Signal Pharmaceuticals, LLC",STCX,1,148
Signal Technology,Signal Processing Associates Pty Limited,STCX,1,1
Signal Technology,Signal Processing Devices Sweden AB,STCX,1,9
Signal Technology,"Signal Processing Systems, Inc.",STCX,1,2
Signal Technology,"Signal Processing Technologies, Inc.",STCX,1,3
Signal Technology,"Signal Processing, Inc.",STCX,1,4
Signal Technology,Signal Processors Limited,STCX,1,2
Signal Technology,Signal Research Laboratory,STCX,1,1
Signal Technology,Signal Restoration Technologies I Limited Partnership,STCX,1,1
Signal Technology,"Signal Safe, Inc.",STCX,1,1
Signal Technology,"Signal Scanning Products, Inc.",STCX,1,1
Signal Technology,"Signal Science, Inc.",STCX,1,9
Signal Technology,Signal Sciences Corporation,STCX,1,1
Signal Technology,Signal Security Technologies,STCX,1,2
Signal Technology,"Signal Sentry Industries, Inc.",STCX,1,1
Signal Technology,"Signal Solutions, LLC",STCX,1,1
Signal Technology,"Signal Storage Innovations, L.L.C.",STCX,1,1
Signal Technology,Signal Tech,STCX,1,1
Signal Technology,"Signal Technology Co., Ltd.",STCX,1,1
Signal Technology,Signal Technology Corporation,STCX,1,5
Signal Technology,Signal Technology Instrument Inc.,STCX,1,1
Signal Technology,Signal Trust for Wireless Innovation,STCX,1,42
Signal Technology,"SIGNAL VINE, LLC",STCX,1,1
Signal Technology,"Signal, Inc.",STCX,1,1
Signal Technology,"Signal/Noise Solutions, L.L.C.",STCX,1,2
Signal Technology,"Signal/Sense, Inc.",STCX,1,1
SignalSoft Corp,SignalSoft Corp.,SGSF,0,3
Silgan Holdings Inc,Silgan Holdings Inc.,SLGN,0,8
SILICON ELECTRO-PHYSIC,"Silicon Electro-Physics, Inc.",SEPI,0,1
Silicon Gaming,Silicon Gaming - Nevada,SGIC,1,4
Silicon Gaming,"Silicon Gaming, Inc.",SGIC,1,11
Silicon Graphics,"Silicon Graphics Computer Systems, Inc.",SGIC,1,1
Silicon Graphics,Silicon Graphics International Corp.,SGIC,1,105
Silicon Graphics,Silicon Graphics International Corporation,SGIC,1,1
Silicon Graphics,"Silicon Graphics, Inc.",SGIC,1,723
Silicon Image Inc,"Silicon Image, Inc.",SIMG,1,252
Silicon Image Inc,Silicon Image/BSTZ,SIMG,1,1
Silicon Laboratories Inc,Silicon Laboratories Finland Oy,SLAB,1,9
Silicon Laboratories Inc,Silicon Laboratories Inc.,SLAB,1,1348
Silicon Laboratories Inc,Silicon Laboratories Norway AS,SLAB,1,3
Silicon Motion Technology Corp,SILICON MOTION TECHNOLOGY (HONG KONG) LTD.,SIMO,1,1
Silicon Storage Technology,"Silicon Storage Technology, Inc.",SSTI,1,451
Silicon Storage Technology,"Silicon Storage Techonology, Inc.",SSTI,1,3
SILICON SYSTEMS,Silicon Systems Design Ltd.,SLCN,1,2
SILICON SYSTEMS,Silicon Systems GmbH Multimedia Engineering,SLCN,1,4
SILICON SYSTEMS,Silicon Systems Research Limited,SLCN,1,2
SILICON SYSTEMS,Silicon Systems Research Ltd.,SLCN,1,1
SILICON SYSTEMS,"Silicon Systems, Inc.",SLCN,1,89
SILICON VALLEY GROUP,"Silicon Valley Group, Inc.",SVGI,1,60
SILICON VALLEY GROUP,"Silicon Valley Group, Thermal Systems LLC",SVGI,1,10
SILTEC,Siltec Corporation,SLTC,0,9
SILTEC,Siltec Marketing International Ltd.,SLTC,0,1
Silver Spring Networks Inc,"Silver Spring Networks, Inc.",SSNI,1,130
SilverStream Software Inc,"Silverstream Software, Inc.",SSSW,0,6
Simmons Outdoor,Simmons Outdoor Corporation,SIMM,1,3
Simple Technology Inc,"Simple Technology, Inc.",STEC,1,11
Simplex Solutions Inc,"Simplex Solutions, Inc.",SPLX,0,4
Simpson Manufacturing,"Simpson Manufacturing Co., Inc.",SMCO,1,23
Simpson Manufacturing,"Simpson Manufacturing Company, Inc.",SMCO,1,1
Sims Communications,Sims Communications Inc.,SIMS,1,2
Simtek,Simtek Corporation,SMTK,0,19
Simtek,"Simtek Hardcoatings, Inc.",SMTK,0,1
Simula,"Simula Co., Ltd.",SIMU,0,1
Simula,SIMULA INNOVATION AS,SIMU,0,3
Simula,Simula Innovations AS,SIMU,0,1
Simula,Simula Inovation AS,SIMU,0,1
Simula,SIMULA TECHNOLOGY INC.,SIMU,0,15
Simula,"Simula, Inc.",SIMU,0,58
Simulation Sciences,"Simulation Sciences, Inc.",SMCI,1,2
Simware,"Simware, Inc.",SIMW,0,1
Sinclair Broadcast Group,"Sinclair Broadcast Group, Inc.",SBGI,1,9
Sinter Metals,"Sinter Metals, Inc.",SNM,0,1
Sipex,Sipex Corporation,SIPX,0,21
Sipex,Sipex S.n.c. di Cavagna Livio & C.,SIPX,0,1
SIPPICAN OCEAN SYSTEMS,"Sippican Ocean Systems, Inc.",SOSI,0,3
Sirtris Pharmaceuticals Inc,"Sirtris Pharmaceuticals, Inc.",SIRT,0,14
Sitel,SiTel Semiconductor B.V.,SITL,0,7
Sitel,"Sitel, S.P.A.",SITL,0,2
SkillSoft Corp,SkillSoft Corporation,SKIL,0,1
Skullcandy Inc,"Skullcandy, Inc.",SKUL,0,102
Skysat Communications Network,Skysat Communications Network Corporation,SKAT,0,1
Smart Modular Technologies,"SMART Modular Technologies (AZ) , Inc.",SMOD,1,1
Smart Modular Technologies Inc,"SMART Modular Technologies (AZ) , Inc.",SMOD,1,1
Smart Modular Technologies,SMART MODULAR TECHNOLOGIES LX S.A.R.L.,SMOD,1,1
Smart Modular Technologies Inc,SMART MODULAR TECHNOLOGIES LX S.A.R.L.,SMOD,1,1
Smart Modular Technologies,"Smart Modular Technologies, Inc.",SMOD,1,39
Smart Modular Technologies Inc,"Smart Modular Technologies, Inc.",SMOD,1,39
SMC,SMC Australia Pty Ltd,SMCC,0,1
SMC,SMC Corporation,SMCC,0,1650
SMC,SMC Corporation of America,SMCC,0,10
SMC,SMC Corporation Sohka Kojo,SMCC,0,1
SMC,"SMC Electrical Products, Inc.",SMCC,0,9
SMC,SMC INNOVATION GMBH,SMCC,0,1
SMC,SMC Microsystems Corporation,SMCC,0,1
SMC,SMC Networks,SMCC,0,1
SMC,SMC O'Donnell Inc.,SMCC,0,1
SMC,"SMC Pneumatics, Inc.",SMCC,0,3
SMC,SMC Searunner Motorboat Company S.r.l.,SMCC,0,1
SMC,SMC Standard Microsystems Corporation,SMCC,0,1
SMC,SMC Stockholms Maskincentral Aktiebolag,SMCC,0,1
SMC,"SMC Surg-Med Devices, Inc.",SMCC,0,1
SMC,SMC-Swiss Medical Care S.A.,SMCC,0,1
Smith Corona,Smith Corona Corporation,SCO,1,53
Smith Corona,Smith Corona/Acer,SCO,1,1
SMITH LABORATORIES,"Smith Laboratories, Inc.",SMLB,1,3
Smith Micro Software,"Smith Micro Software, Inc.",SMSI,1,64
SMTC Corp,SMTC Corporation,SMRTC,0,1
Snapple Beverage,Snapple Beverage Corporation,SNPL,0,14
Snapple Beverage,Snapple Beverages Corporation,SNPL,0,1
Socket Communications,"Socket Communications, Inc.",SCKT,1,21
SOFTECH,"SOFTECH, INC.",SOFT,0,2
SOFTIMAGE,Softimage,SFTIF,0,4
SOFTWARE AG,"Software & Hardware Security & New Technologies, Inc.",SAGA,1,1
SOFTWARE AG,Software & Technologie Glas GmbH (STG),SAGA,1,2
Software 2000,Software 2000 Ltd.,SFWR,1,3
SOFTWARE AG,Software 2000 Ltd.,SAGA,1,3
SOFTWARE AG,"Software 263 Technology (Beijing) Co., Ltd.",SAGA,1,1
SOFTWARE AG,Software AG,SAGA,1,188
SOFTWARE AG,"Software AG USA, Inc.",SAGA,1,31
SOFTWARE AG,Software Algoritms Incorporated,SAGA,1,1
SOFTWARE AG,Software Analysis and Forensic Engineering Corp.,SAGA,1,8
SOFTWARE AG,Software and Systems Engineering Limited,SAGA,1,1
SOFTWARE AG,"Software Architects, Inc.",SAGA,1,2
SOFTWARE AG,"Software Bisque, Inc",SAGA,1,2
SOFTWARE AG,"Software Builders International, L.L.C.",SAGA,1,1
SOFTWARE AG,"Software Concepts, Inc.",SAGA,1,2
SOFTWARE AG,"Software Control Systems, Inc.",SAGA,1,1
SOFTWARE AG,Software Corporation International,SAGA,1,1
SOFTWARE AG,"SOFTWARE CRADLE CO., LTD.",SAGA,1,2
SOFTWARE AG,"SOFTWARE DEFINED TECHNOLOGIES, INC.",SAGA,1,1
SOFTWARE AG,"Software Developers, LLC",SAGA,1,1
SOFTWARE AG,"Software Development Systems, Inc.",SAGA,1,1
SOFTWARE AG,Software Development Technologies,SAGA,1,1
SOFTWARE AG,Software Diagnostics Technology GmbH,SAGA,1,1
SOFTWARE AG,"Software Distribution Newtork, Inc.",SAGA,1,1
SOFTWARE AG,Software Engineering Corporation,SAGA,1,1
SOFTWARE AG,Software Engineering GmbH,SAGA,1,2
SOFTWARE AG,"Software for Image Compression, N.V.",SAGA,1,1
SOFTWARE AG,Software for Surgeons,SAGA,1,2
SOFTWARE AG,"Software Garden, Inc.",SAGA,1,2
SOFTWARE AG,"Software Heaven, Inc.",SAGA,1,1
SOFTWARE AG,Software Hot-House Ltd.,SAGA,1,2
SOFTWARE AG,Software House Inc.,SAGA,1,1
SOFTWARE AG,Software Imaging Group Limited,SAGA,1,1
SOFTWARE AG,Software Imaging Technology Limited,SAGA,1,1
SOFTWARE AG,"SoftWare Leader, LLC",SAGA,1,1
SOFTWARE AG,Software Limited,SAGA,1,1
SOFTWARE AG,"Software Management, Inc.",SAGA,1,3
SOFTWARE AG,Software Motor Company,SAGA,1,7
SOFTWARE AG,"Software Plus, Inc.",SAGA,1,1
SOFTWARE AG,"Software Projects, Inc.",SAGA,1,1
SOFTWARE AG,"Software Research, Inc.",SAGA,1,9
SOFTWARE AG,Software Rights Archive LLC,SAGA,1,2
SOFTWARE AG,Software Sciences Limited,SAGA,1,1
SOFTWARE AG,"Software Secure, Inc.",SAGA,1,4
SOFTWARE AG,"Software Security, Inc.",SAGA,1,6
SOFTWARE AG,"Software Site Applications, Limited Liability Company",SAGA,1,7
SOFTWARE AG,"Software Technology & Systems, Inc.",SAGA,1,1
SOFTWARE AG,"Software Tree, LLC",SAGA,1,2
SOFTWARE AG,"Software.com, Inc.",SAGA,1,1
Software.com Inc,"Software.com, Inc.",SWCM,0,1
Sola International,Sola International Holdings Ltd.,SOL,0,47
Sola International,"Sola International, Inc.",SOL,0,14
Solar-Mates,"Solar-Mates, Inc.",SOLR,1,2
SolarCity Corp,SolarCity Corporation,SCTY,0,210
SolarCity Corp,"SOLARCITY, INC.",SCTY,0,2
SolarEdge Technologies Inc,Solaredge Technologies Ltd.,SEDG,0,113
SolarWinds Inc,"Solarwinds Worldwide, LLC",SWI,0,21
Solazyme Inc,"SOLAZYME ROQUETTE NUTRITIONALS, LLC",SZYM,0,1
Solazyme Inc,"Solazyme, Inc.",SZYM,0,63
Solectron,Solectron Corporation,SLTN,0,17
Solectron,Solectron Invotronics,SLTN,0,1
Solera Holdings Inc,"Solera Holdings, Inc.",SLH,0,4
SoloPoint,"SoloPoint, Inc.",SLPT,0,4
Somanetics,Somanetics Corporation,SMTS,0,22
Somatogen,"Somatogen, Inc.",SMTG,0,24
Somaxon Pharmaceuticals,"Somaxon Pharmaceuticals, Inc.",SOMX,0,1
Somnus Medical Technologies,Somnus Medical Technologies,SOMN,0,1
Somnus Medical Technologies,"Somnus Medical Technologies, Inc.",SOMN,0,40
Somnus Medical Technologies,"Somnus Medical, LLC",SOMN,0,4
Sonat Offshore Drilling,Sonat Offshore Drilling Inc.,RIG,0,2
Sonex Research,"Sonex Research, Inc.",SONX,0,15
Sonic,"Sonic Aerospace, Inc.",SONC,1,1
Sonic,Sonic Age Limited,SONC,1,2
Sonic,"Sonic Air Systems, Inc.",SONC,1,2
Sonic,"Sonic Biofuels, LLC",SONC,1,1
Sonic,"Sonic Bites, LLC",SONC,1,2
Sonic,"Sonic Blocks, Inc.",SONC,1,4
Sonic,"Sonic Bloom, LLC",SONC,1,2
Sonic,"Sonic Blue Aerospace, Inc.",SONC,1,5
Sonic,Sonic Colutions,SONC,1,1
Sonic,"Sonic Compressor Systems, Inc.",SONC,1,3
Sonic,"Sonic Concepts, Inc.",SONC,1,1
Sonic,Sonic Corporation,SONC,1,2
Sonic,"Sonic Dehydrators, Inc.",SONC,1,2
Sonic,Sonic Desktop Software,SONC,1,2
Sonic,"SONIC DYNAMICS, LLC",SONC,1,2
Sonic,"Sonic Electric, Inc.",SONC,1,1
Sonic,SONIC EMOTION LABS,SONC,1,1
Sonic,Sonic Environmental Solutions Inc.,SONC,1,2
Sonic,SONIC FORCE OY,SONC,1,2
Sonic,"Sonic Foundry, Inc.",SONC,1,4
Sonic,Sonic Grip Limited,SONC,1,2
Sonic,"Sonic Industries, Inc.",SONC,1,1
Sonic,"Sonic Innovations, Inc.",SONC,1,43
Sonic Innovations Inc,"Sonic Innovations, Inc.",SNCI,1,43
Sonic,"Sonic Instruments, Inc.",SONC,1,3
Sonic,Sonic Integrity Canada Ltd.,SONC,1,1
Sonic,"Sonic IP, Inc.",SONC,1,91
Sonic,Sonic Needle Corporation,SONC,1,2
Sonic,"Sonic Network, Inc.",SONC,1,1
Sonic,"Sonic Notify, LLC",SONC,1,2
Sonic,"SONIC NUANCE ELECTRONICS, LLC",SONC,1,2
Sonic,"Sonic Research, Inc.",SONC,1,2
Sonic,Sonic Software Corporation,SONC,1,1
Sonic,Sonic Solutions,SONC,1,50
Sonic Solutions,Sonic Solutions,SNIC,1,50
Sonic,Sonic Solutions LLC,SONC,1,5
Sonic Solutions,Sonic Solutions LLC,SNIC,1,5
